+----------+--------------------------+--------------+------------------+-----------------+------------------+-----------------+--------------------------+---------------------------------------------------------------+-------------------------------------------------------------------------+
| Position |           Name           |    Price     | 24h price change | 7d price change |    Market cap    |    Volume 24h   |    Circulating suply     |                              Logo                             |                              7d price graph                             |
|    91    |        Theta Fuel        |   $0.1547    |      -6.78%      |      -1.16%     |   $820,340,034   |   $24,562,607   |   5,301,214,400 TFUEL    |  https://s2.coinmarketcap.com/static/img/coins/64x64/3822.png |  https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3822.svg |
|    92    |          Kadena          |    $4.58     |      -6.90%      |     -10.05%     |   $785,289,836   |   $45,991,665   |     171,287,601 KDA      |  https://s2.coinmarketcap.com/static/img/coins/64x64/5647.png |  https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5647.svg |
|    93    |           Holo           |  $0.004394   |      -7.55%      |      -5.27%     |   $761,517,287   |   $44,899,391   |   173,303,662,190 HOT    |  https://s2.coinmarketcap.com/static/img/coins/64x64/2682.png |  https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2682.svg |
|    94    |         Moonbeam         |    $3.19     |     -13.47%      |     -15.16%     |   $731,176,007   |   $82,138,885   |     229,416,532 GLMR     |  https://s2.coinmarketcap.com/static/img/coins/64x64/6836.png |  https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6836.svg |
|    95    |      Oasis Network       |   $0.2032    |      -7.43%      |      -5.57%     |   $709,609,284   |   $46,352,454   |    3,493,014,306 ROSE    |  https://s2.coinmarketcap.com/static/img/coins/64x64/7653.png |  https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7653.svg |
|    96    |          Audius          |    $1.11     |      -9.40%      |     -13.84%     |   $688,467,306   |   $42,630,491   |    620,805,326 AUDIO     |  https://s2.coinmarketcap.com/static/img/coins/64x64/7455.png |  https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7455.svg |
|    97    |       XDC Network        |   $0.05502   |      -5.21%      |      +2.22%     |   $676,962,928   |    $5,070,415   |    12,305,012,699 XDC    |  https://s2.coinmarketcap.com/static/img/coins/64x64/2634.png |  https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2634.svg |
|    98    |          Secret          |    $4.14     |     -10.59%      |      -9.93%     |   $675,919,688   |   $23,428,372   |     163,295,557 SCRT     |  https://s2.coinmarketcap.com/static/img/coins/64x64/5604.png |  https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5604.svg |
|    99    |           ICON           |   $0.7349    |      -8.10%      |      +3.68%     |   $675,717,373   |   $39,501,133   |     919,483,096 ICX      |  https://s2.coinmarketcap.com/static/img/coins/64x64/2099.png |  https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2099.svg |
|   100    |      yearn.finance       |  $17,797.23  |      -4.64%      |      -2.86%     |   $652,049,804   |   $69,016,968   |        36,638 YFI        |  https://s2.coinmarketcap.com/static/img/coins/64x64/5864.png |  https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5864.svg |
+----------+--------------------------+--------------+------------------+-----------------+------------------+-----------------+--------------------------+---------------------------------------------------------------+-------------------------------------------------------------------------+
